Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\templates with glob **/*.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\locale with glob **/*.mo.
Watching dir C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\myapp1\locale with glob **/*.mo.
Watching dir C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\Silvertech\user_level\locale with glob **/*.mo.
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\headerregistry.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\html\parser.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\http\__init__.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\zoneinfo\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\kiwipiepy\__init__.py first seen with mtime 1712923115.6707668
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\struct.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\bz2.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pkg_resources\_vendor\platformdirs\version.py first seen with mtime 1710328835.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1_modules\rfc2251.py first seen with mtime 1712921481.6406937
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\status_codes.py first seen with mtime 1712921481.5585294
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\_simple_stubs.py first seen with mtime 1712921480.8801248
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\constants.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\string.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\hashlib.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\rsa\__init__.py first seen with mtime 1712921481.4552674
File C:\ProgramData\anaconda3\envs\django-back\Lib\subprocess.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\tqdm\__init__.py first seen with mtime 1712922860.4609015
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\windows_events.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\ssl_match_hostname.py first seen with mtime 1712921479.9833295
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\defaults.py first seen with mtime 1713169633.2581553
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\http\cookie.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\contextvars.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\mime\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_utils\_inspect.py first seen with mtime 1712923112.0539677
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\asgiref\sync.py first seen with mtime 1711677865.6374972
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\utils.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\contentmanager.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1_modules\pem.py first seen with mtime 1712921481.640431
File C:\ProgramData\anaconda3\envs\django-back\Lib\dis.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\html.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\charset_normalizer\api.py first seen with mtime 1712921481.2907925
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\template\library.py first seen with mtime 1715481293.4896207
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\SilverTech\__init__.py first seen with mtime 1715593807.5853758
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\views\decorators\csrf.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\sysconfig.py first seen with mtime 1708116023.7018287
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\constants\COMMAND.py first seen with mtime 1715486833.2310586
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\stride_tricks.py first seen with mtime 1712923111.8389
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\internal\encoder.py first seen with mtime 1712921480.3861923
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\myapp1\apps.py first seen with mtime 1713169004.706946
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\lib\histograms.py first seen with mtime 1712923111.8287528
File C:\ProgramData\anaconda3\envs\django-back\Lib\zoneinfo\_common.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\exceptions.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1715481293.3788998
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\crypto.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\gettext.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\polynomial\polyutils.py first seen with mtime 1712923111.899926
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_globals.py first seen with mtime 1712923111.5679739
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\template\utils.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\random\mtrand.cp312-win_amd64.pyd first seen with mtime 1712923111.9205585
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\filepost.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\locale.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pymysql\constants\SERVER_STATUS.py first seen with mtime 1715486833.2310586
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\structures.py first seen with mtime 1712921481.5585294
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\__init__.py first seen with mtime 1712921480.3615863
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\urls\converters.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\rpc\status_pb2.py first seen with mtime 1712921482.1554022
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\formats.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\descriptor_pb2.py first seen with mtime 1712921480.3615863
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\univ.py first seen with mtime 1712921480.1970084
File C:\ProgramData\anaconda3\envs\django-back\Lib\html\__init__.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\log.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1715481292.9187942
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1715481292.2752905
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\_typing\_array_like.py first seen with mtime 1712923112.0436087
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\utils\hashable.py first seen with mtime 1715481293.5213346
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1715481293.3945448
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\apps.py first seen with mtime 1715481292.2752905
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\protobuf\internal\api_implementation.py first seen with mtime 1712921480.3861923
File C:\ProgramData\anaconda3\envs\django-back\Lib\email\encoders.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\kiwipiepy\const.py first seen with mtime 1712923115.6707668
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\error.py first seen with mtime 1712921480.1802323
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1715481293.4263217
File C:\ProgramData\anaconda3\envs\django-back\Lib\tokenize.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\linalg\_umath_linalg.cp312-win_amd64.pyd first seen with mtime 1712923111.870051
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1715481292.9187942
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\mixins.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\corsheaders\__init__.py first seen with mtime 1713169633.2559125
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\idna\__init__.py first seen with mtime 1712921480.6589077
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1715481292.1415732
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1715481292.2752905
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\template\base.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\templatetags\l10n.py first seen with mtime 1715481293.5054786
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1715481292.426401
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\futures.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\utils.py first seen with mtime 1711677865.4540513
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\user_level\urls.py first seen with mtime 1715593807.60699
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\fft\_pocketfft.py first seen with mtime 1712923111.8183956
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\files\base.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\_request_methods.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc_status\__init__.py first seen with mtime 1712921482.310159
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\fields.py first seen with mtime 1712921479.9668007
File C:\ProgramData\anaconda3\envs\django-back\Lib\asyncio\constants.py first seen with mtime 1707250784.0
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\tagmap.py first seen with mtime 1712921480.1970084
File C:\ProgramData\anaconda3\envs\django-back\DLLs\_ssl.pyd first seen with mtime 1708116284.8407922
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1715481293.3643968
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\urllib3\util\retry.py first seen with mtime 1712921479.9833295
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\charset_normalizer\models.py first seen with mtime 1712921481.2983003
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\grpc\experimental\__init__.py first seen with mtime 1712921480.9779923
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1715481293.4421666
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\kiwipiepy\sw_tokenizer.py first seen with mtime 1712923115.681472
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\google\api_core\client_info.py first seen with mtime 1712921482.523686
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1715481293.1410866
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1715481293.4896207
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\idna\package_data.py first seen with mtime 1712921480.667264
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\requests\_internal_utils.py first seen with mtime 1712921481.5502837
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\numpy\polynomial\legendre.py first seen with mtime 1712923111.899926
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\pyasn1\type\opentype.py first seen with mtime 1712921480.1892266
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1711677865.4707017
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\django\apps\config.py first seen with mtime 1715481291.6803174
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1711677865.4707017
File C:\ProgramData\anaconda3\envs\django-back\Lib\site-packages\PIL\__init__.py first seen with mtime 1712922976.6185234
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI\Audio.html first seen with mtime 1712135340.6350856
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI\Camera.html first seen with mtime 1715607200.9812336
File C:\Users\jangj\OneDrive\문서\GitHub\2024-1-OSS-team-4-SilverTech\SilverTech\..\Frontend_UI\Hello.wav first seen with mtime 1713169004.6687207
